rank,artist_names,track_name,peak_rank,weeks_on_chart,streams,país
105,"Rauw Alejandro, Mr. Naisgai",2/Catorce,7,62,63960,Guatemala_2022_limpio.csv
106,"Sebastian Yatra, Myke Towers",Pareja Del Año,3,64,63389,Guatemala_2022_limpio.csv
107,Bad Bunny,TE MUDASTE,3,84,63363,Guatemala_2022_limpio.csv
108,"Nio Garcia, J Balvin, Bad Bunny",AM Remix,3,54,63079,Guatemala_2022_limpio.csv
109,"Bizarrap, Quevedo","Quevedo: Bzrp Music Sessions, Vol. 52",109,1,62033,Guatemala_2022_limpio.csv
110,Christian Nodal,De Los Besos Que Te Di,13,165,61801,Guatemala_2022_limpio.csv
111,KAROL G,200 COPAS,34,51,61203,Guatemala_2022_limpio.csv
112,Bad Bunny,La Zona,18,32,60878,Guatemala_2022_limpio.csv
113,"Marc Seguí, Rauw Alejandro, Pol Granch",Tiroteo - Remix,19,54,60290,Guatemala_2022_limpio.csv
114,KAROL G,SEJODIOTO,31,41,59885,Guatemala_2022_limpio.csv
115,"Calvin Harris, Dua Lipa",One Kiss (with Dua Lipa),22,72,59348,Guatemala_2022_limpio.csv
116,"TINI, Maria Becerra",Miénteme,16,61,59267,Guatemala_2022_limpio.csv
117,"KAROL G, Mariah Angeliq",EL MAKINON,6,67,59053,Guatemala_2022_limpio.csv
118,Eden Muñoz,Creo en Ti,64,19,58590,Guatemala_2022_limpio.csv
119,Ingratax,París,10,52,58372,Guatemala_2022_limpio.csv
120,BTS,Yet To Come,38,4,57881,Guatemala_2022_limpio.csv
121,"LAGOS, Danny Ocean",Mónaco,70,52,57690,Guatemala_2022_limpio.csv
122,"Bad Bunny, ROSALÍA",LA NOCHE DE ANOCHE,2,84,57333,Guatemala_2022_limpio.csv
123,Calibre 50,Míranos Ahora,123,8,57230,Guatemala_2022_limpio.csv
124,Rauw Alejandro,Cúrame,20,48,56994,Guatemala_2022_limpio.csv
125,Yahritza Y Su Esencia,Soy El Unico,13,15,56572,Guatemala_2022_limpio.csv
126,"De La Ghetto, Rauw Alejandro",Loco Por Perrearte - Remix,123,3,56387,Guatemala_2022_limpio.csv
127,Kevin Kaarl,Amor Viejo,92,12,56281,Guatemala_2022_limpio.csv
128,Don Omar,Dile,84,95,56140,Guatemala_2022_limpio.csv
129,C. Tangana,Demasiadas Mujeres,26,21,55786,Guatemala_2022_limpio.csv
130,"Chris Lebron, Sech, Jay Wheeler",Desde Mis Ojos - Remix,92,8,55524,Guatemala_2022_limpio.csv
131,"Piso 21, Christian Nodal",Pa' Olvidarme De Ella,7,148,55411,Guatemala_2022_limpio.csv
132,Los Gemelos De Sinaloa,Andamos Mejor,116,16,54957,Guatemala_2022_limpio.csv
133,"Santa Fe Klan, Neto Peña, Yoss Bones",Debo Entender,26,49,54861,Guatemala_2022_limpio.csv
134,"Grupo Firme, Grupo Recluta",Se Fue La Pantera (En Vivo),95,34,54834,Guatemala_2022_limpio.csv
135,"DJ Pablito, La Factoria, Joycee",Todavía,69,27,54753,Guatemala_2022_limpio.csv
136,"NATTI NATASHA, Daddy Yankee, Wisin & Yandel",Mayor Que Usted,136,2,54395,Guatemala_2022_limpio.csv
137,Christian Nodal,Adiós Amor,28,267,53967,Guatemala_2022_limpio.csv
138,Natalia Lafourcade,Hasta la Raíz,22,35,53967,Guatemala_2022_limpio.csv
139,"Ryan Castro, Feid",Monastery,119,28,53702,Guatemala_2022_limpio.csv
140,Julión Álvarez y su Norteño Banda,Pongámonos De Acuerdo,140,2,53630,Guatemala_2022_limpio.csv
141,"Bizarrap, Paulo Londra","Paulo Londra: Bzrp Music Sessions, Vol. 23",12,11,53556,Guatemala_2022_limpio.csv
142,"Los Plebes del Rancho de Ariel Camacho, Christian Nodal",2 Veces,37,70,53209,Guatemala_2022_limpio.csv
143,Paloma Faith,Only Love Can Hurt Like This,122,4,53169,Guatemala_2022_limpio.csv
144,Los Enanitos Verdes,Lamento Boliviano,91,198,53135,Guatemala_2022_limpio.csv
145,Junior H,Se Amerita,56,48,52698,Guatemala_2022_limpio.csv
146,Farruko,Pepas,2,52,52563,Guatemala_2022_limpio.csv
147,"Grupo Firme, Carin Leon",El Tóxico,15,82,52458,Guatemala_2022_limpio.csv
148,"Maluma, Feid",Mojando Asientos (feat. Feid),116,15,52425,Guatemala_2022_limpio.csv
149,KAROL G,BICHOTA,2,89,52134,Guatemala_2022_limpio.csv
150,Grupo Los de la O,Fuga Pa Cali 2,140,18,52101,Guatemala_2022_limpio.csv
151,Gerardo Ortiz,Tranquilito,53,32,52053,Guatemala_2022_limpio.csv
152,Morat,Cuando Nadie Ve,30,100,52014,Guatemala_2022_limpio.csv
153,"Tiago PZK, LIT killah, Maria Becerra, Nicki Nicole",Entre Nosotros (Remix) [con Nicki Nicole],15,26,51659,Guatemala_2022_limpio.csv
154,"J Balvin, Maria Becerra",Qué Más Pues?,4,58,51496,Guatemala_2022_limpio.csv
155,"Peso Pluma, Raul Vega",El Belicon,93,19,51487,Guatemala_2022_limpio.csv
156,"Rvssian, Rauw Alejandro, Chris Brown",Nostálgico,19,43,51485,Guatemala_2022_limpio.csv
157,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,61,39,51406,Guatemala_2022_limpio.csv
158,"ChiChi Peralta, Jandy Feliz",Procura,78,165,51029,Guatemala_2022_limpio.csv
159,Bad Bunny,La Difícil,2,123,50985,Guatemala_2022_limpio.csv
160,Bad Bunny,Otra Noche en Miami,34,150,50689,Guatemala_2022_limpio.csv
161,"Blessd, Myke Towers, Ovy On The Drums",Tendencia Global,82,16,50625,Guatemala_2022_limpio.csv
162,Don Omar,Ojitos Chiquitos,160,32,50613,Guatemala_2022_limpio.csv
163,"Julianno Sosa, King Savagge",Cochinae,143,7,49632,Guatemala_2022_limpio.csv
164,"Alvaro Diaz, Rauw Alejandro",Problemón,26,27,49213,Guatemala_2022_limpio.csv
165,"Los Gemelos De Sinaloa, Fuerza Regida",No Le Aflojo,165,3,49207,Guatemala_2022_limpio.csv
166,"J Balvin, Bad Bunny",QUE PRETENDES,5,148,49089,Guatemala_2022_limpio.csv
167,Danny Ocean,Dembow,8,103,49044,Guatemala_2022_limpio.csv
168,"Camilo, Christian Nodal",La Mitad,22,110,48861,Guatemala_2022_limpio.csv
169,Kevin Kaarl,Si Supieras,81,15,48768,Guatemala_2022_limpio.csv
170,"Omar Chaparro, Joey Montana",Las Locuras Mías,74,25,48347,Guatemala_2022_limpio.csv
171,Metallica,Master Of Puppets,171,1,48263,Guatemala_2022_limpio.csv
172,"Grupo Firme, Lenin Ramírez",En Tu Perra Vida,32,54,48071,Guatemala_2022_limpio.csv
173,Vicente Fernández,Un Millón de Primaveras,14,30,47995,Guatemala_2022_limpio.csv
174,Los Lara,Fumando Mota,11,26,47943,Guatemala_2022_limpio.csv
175,"Duki, De La Ghetto, Quevedo",Si Quieren Frontear,73,14,47307,Guatemala_2022_limpio.csv
176,Kevin Kaarl,como me encanta,54,5,47187,Guatemala_2022_limpio.csv
177,"Aventura, Don Omar",Ella Y Yo - Featuring Don Omar,105,134,47150,Guatemala_2022_limpio.csv
178,"Tiësto, KAROL G",Don't Be Shy,50,47,47118,Guatemala_2022_limpio.csv
179,Los Del Limit,Amor Fugaz,115,34,47004,Guatemala_2022_limpio.csv
180,"La Factoria, Eddy Lover",Perdóname,120,71,46988,Guatemala_2022_limpio.csv
181,Los 2 de la S,Es Que Me Gustas - En Vivo,106,29,46813,Guatemala_2022_limpio.csv
182,"Santa Fe Klan, Nanpa Básico",Te Ire A Buscar,58,43,46734,Guatemala_2022_limpio.csv
183,"Paulo Londra, Lenny Tavárez",Nena Maldición (feat. Lenny Tavárez),9,217,46682,Guatemala_2022_limpio.csv
184,The Police,Every Breath You Take,167,30,46651,Guatemala_2022_limpio.csv
185,"Anuel AA, Daddy Yankee, Zion & Lennox, Farruko, Wisin",Sola (Remix),8,186,46474,Guatemala_2022_limpio.csv
186,Julión Álvarez y su Norteño Banda,Terrenal,171,2,46361,Guatemala_2022_limpio.csv
187,Julión Álvarez y su Norteño Banda,Te Hubieras Ido Antes,187,1,46356,Guatemala_2022_limpio.csv
188,Paulo Londra,Tal Vez,3,171,46254,Guatemala_2022_limpio.csv
189,Hombres G,Devuélveme a mi chica,114,161,46237,Guatemala_2022_limpio.csv
190,Julión Álvarez y su Norteño Banda,Ojos Verdes,190,1,46108,Guatemala_2022_limpio.csv
191,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,37,33,46066,Guatemala_2022_limpio.csv
192,"Lenin Ramírez, Grupo Firme",Yo Ya No Vuelvo Contigo - En Vivo,33,108,45951,Guatemala_2022_limpio.csv
193,Christian Nodal,No Te Contaron Mal,36,196,45871,Guatemala_2022_limpio.csv
194,Angel Y Khriz,Ven Bailalo - Reggaeton Mix,145,17,45688,Guatemala_2022_limpio.csv
195,Maluma,Hawái,1,101,45582,Guatemala_2022_limpio.csv
196,"Morat, Juanes",Besos En Guerra,35,123,45284,Guatemala_2022_limpio.csv
197,Daddy Yankee,RUMBATÓN,14,15,44908,Guatemala_2022_limpio.csv
198,BTS,Run BTS,62,4,44635,Guatemala_2022_limpio.csv
199,"Daddy Yankee, El Alfa, Lil Jon",BOMBÓN,94,11,44581,Guatemala_2022_limpio.csv
200,Coldplay,Yellow,91,16,44409,Guatemala_2022_limpio.csv
1,"Bad Bunny, Chencho Corleone",Me Porto Bonito,1,9,255415,Honduras_2022_limpio.csv
2,Bad Bunny,Tití Me Preguntó,1,9,242257,Honduras_2022_limpio.csv
3,Bad Bunny,Efecto,3,9,220705,Honduras_2022_limpio.csv
4,"Bad Bunny, Bomba Estéreo",Ojitos Lindos,1,9,219745,Honduras_2022_limpio.csv
5,Bad Bunny,Moscow Mule,2,9,199494,Honduras_2022_limpio.csv
6,"Bad Bunny, Rauw Alejandro",Party,5,9,136991,Honduras_2022_limpio.csv
7,"Bad Bunny, Jhayco",Tarot,7,9,131069,Honduras_2022_limpio.csv
8,KAROL G,PROVENZA,1,11,111533,Honduras_2022_limpio.csv
9,Bad Bunny,Un Ratito,6,9,108550,Honduras_2022_limpio.csv
10,"Bad Bunny, Tony Dize",La Corriente,10,9,103873,Honduras_2022_limpio.csv
11,Bad Bunny,Después de la Playa,5,9,103146,Honduras_2022_limpio.csv
12,Bad Bunny,Neverita,11,9,100209,Honduras_2022_limpio.csv
13,"Bad Bunny, Buscabulla",Andrea,12,9,95159,Honduras_2022_limpio.csv
14,Bad Bunny,Un Coco,13,9,95143,Honduras_2022_limpio.csv
15,Bad Bunny,Aguacero,13,9,85902,Honduras_2022_limpio.csv
16,Bad Bunny,Dos Mil 16,11,9,84080,Honduras_2022_limpio.csv
17,Bad Bunny,Yo No Soy Celoso,10,9,83236,Honduras_2022_limpio.csv
18,"Tainy, Bad Bunny, Julieta Venegas",Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),1,40,82791,Honduras_2022_limpio.csv
19,Bad Bunny,Me Fui de Vacaciones,9,9,79391,Honduras_2022_limpio.csv
20,"Shakira, Rauw Alejandro",Te Felicito,17,11,77371,Honduras_2022_limpio.csv
21,"Bad Bunny, The Marías",Otro Atardecer,19,9,69746,Honduras_2022_limpio.csv
22,"Daddy Yankee, Bad Bunny",X ÚLTIMA VEZ,1,15,68097,Honduras_2022_limpio.csv
23,Harry Styles,As It Was,3,14,66913,Honduras_2022_limpio.csv
24,Bad Bunny,Enséñame a Bailar,20,9,66140,Honduras_2022_limpio.csv
25,"Rauw Alejandro, Chencho Corleone",Desesperados,3,30,65563,Honduras_2022_limpio.csv
26,"Becky G, KAROL G",MAMIII,3,21,63987,Honduras_2022_limpio.csv
27,"Bad Bunny, Tainy",Callaita,1,162,63606,Honduras_2022_limpio.csv
28,Bad Bunny,Un Verano Sin Ti,17,9,63051,Honduras_2022_limpio.csv
29,Bad Bunny,Yonaguni,1,57,60253,Honduras_2022_limpio.csv
30,Bad Bunny,Agosto,22,9,59532,Honduras_2022_limpio.csv
31,Bad Bunny,El Apagón,21,9,58054,Honduras_2022_limpio.csv
32,"J Balvin, Bad Bunny",LA CANCIÓN,1,158,56882,Honduras_2022_limpio.csv
33,Danny Ocean,Fuera del mercado,3,19,56251,Honduras_2022_limpio.csv
34,Christian Nodal,Ya No Somos Ni Seremos,2,20,52981,Honduras_2022_limpio.csv
35,Manuel Turizo,La Bachata,35,5,52209,Honduras_2022_limpio.csv
36,Kate Bush,Running Up That Hill (A Deal With God),36,6,51861,Honduras_2022_limpio.csv
37,Cris Mj,Una Noche en Medellín,12,20,51322,Honduras_2022_limpio.csv
38,Bad Bunny,A Tu Merced,6,123,49708,Honduras_2022_limpio.csv
39,"Chris Jedi, Anuel AA, Chencho Corleone, Ñengo Flow",La Llevo Al Cielo (Ft. Ñengo Flow),39,7,49319,Honduras_2022_limpio.csv
40,"Polimá Westcoast, Feid, Pailita, Paloma Mami, De La Ghetto",ULTRA SOLO REMIX,37,3,49045,Honduras_2022_limpio.csv
41,Lasso,Ojos Marrones,41,2,43648,Honduras_2022_limpio.csv
42,"Bad Bunny, Daddy Yankee",La Santa,4,123,43628,Honduras_2022_limpio.csv
43,Joji,Glimpse of Us,33,4,43357,Honduras_2022_limpio.csv
44,j-hope,MORE,44,1,40491,Honduras_2022_limpio.csv
45,"Bad Bunny, Jhayco",DÁKITI,1,88,40423,Honduras_2022_limpio.csv
46,"Mora, Bad Bunny, Sech",Volando - Remix,3,53,39105,Honduras_2022_limpio.csv
47,"Charlie Puth, Jung Kook, BTS",Left and Right (Feat. Jung Kook of BTS),38,2,38439,Honduras_2022_limpio.csv
48,Ryan Castro,Jordan,9,21,37636,Honduras_2022_limpio.csv
49,"Aventura, Bad Bunny",Volví,2,49,37091,Honduras_2022_limpio.csv
50,"Mora, Feid",LA INOCENTE,43,14,35581,Honduras_2022_limpio.csv
51,"Jhayco, Bad Bunny",CÓMO SE SIENTE - Remix,3,113,35438,Honduras_2022_limpio.csv
52,"Jhayco, J Balvin, Bad Bunny",No Me Conoce - Remix,3,164,34263,Honduras_2022_limpio.csv
53,Anitta,Envolver,14,18,33579,Honduras_2022_limpio.csv
54,Kevin Kaarl,San Lucas,24,15,32751,Honduras_2022_limpio.csv
55,"Alejo, Feid, ROBI",Pantysito,25,16,32118,Honduras_2022_limpio.csv
56,Feid,Ferxxo 100,56,5,31887,Honduras_2022_limpio.csv
57,"Gera MX, Christian Nodal",Botella Tras Botella,1,63,31757,Honduras_2022_limpio.csv
58,Zion & Lennox,Yo Voy (feat. Daddy Yankee),26,20,31541,Honduras_2022_limpio.csv
59,Bad Bunny,Si Estuviésemos Juntos,9,185,30655,Honduras_2022_limpio.csv
60,Rauw Alejandro,Todo De Ti,1,59,30528,Honduras_2022_limpio.csv
61,"Bad Bunny, Ozuna, Farruko, Arcángel, Ñengo Flow, DJ Luian, Mambo Kingz",Diles,12,193,30212,Honduras_2022_limpio.csv
62,Plan B,Es un Secreto,62,57,30189,Honduras_2022_limpio.csv
63,"Bad Bunny, Mora",Una Vez,12,123,29714,Honduras_2022_limpio.csv
64,"Bizarrap, Villano Antillano","Villano Antillano: Bzrp Music Sessions, Vol. 51",48,4,29334,Honduras_2022_limpio.csv
65,"Blessd, Justin Quiles, Lenny Tavárez",Medallo,11,34,28947,Honduras_2022_limpio.csv
66,"Mora, Sech",TUS LÁGRIMAS,23,14,27941,Honduras_2022_limpio.csv
67,Bad Bunny,Vete,1,138,27888,Honduras_2022_limpio.csv
68,DEKKO,12x3,52,23,27862,Honduras_2022_limpio.csv
69,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,8,45,27154,Honduras_2022_limpio.csv
70,Eden Muñoz,Chale,13,19,26961,Honduras_2022_limpio.csv
71,Sebastian Yatra,Tacones Rojos,29,36,26902,Honduras_2022_limpio.csv
72,Morat,No Se Va,64,20,26719,Honduras_2022_limpio.csv
73,Bad Bunny,TE MUDASTE,3,84,26716,Honduras_2022_limpio.csv
74,Bad Bunny,Si Veo a Tu Mamá,1,123,25905,Honduras_2022_limpio.csv
75,"Jhayco, Anuel AA",Ley Seca,6,44,25768,Honduras_2022_limpio.csv
76,"Jay Wheeler, DJ Nelson, Myke Towers",La Curiosidad,2,108,25679,Honduras_2022_limpio.csv
77,Bad Bunny,La Zona,13,41,24809,Honduras_2022_limpio.csv
78,Victor Cibrian,En El Radio Un Cochinero,73,7,24401,Honduras_2022_limpio.csv
79,"La Adictiva, Luis R Conriquez",JGL,79,7,24394,Honduras_2022_limpio.csv
80,Tego Calderón,Pa' Que Retozen,58,94,24373,Honduras_2022_limpio.csv
81,Calibre 50,Si Te Pudiera Mentir,24,38,24229,Honduras_2022_limpio.csv
82,"Polimá Westcoast, Pailita",ULTRA SOLO,40,10,24149,Honduras_2022_limpio.csv
83,"Maluma, Chencho Corleone",Nos Comemos Vivos,83,4,24034,Honduras_2022_limpio.csv
84,"J Balvin, Bad Bunny, Marciano Cantero",UN PESO,6,158,23605,Honduras_2022_limpio.csv
85,"KAROL G, Mariah Angeliq",EL MAKINON,6,67,23552,Honduras_2022_limpio.csv
86,"Calvin Harris, Dua Lipa",One Kiss (with Dua Lipa),11,110,23384,Honduras_2022_limpio.csv
87,Maluma,Sobrio,6,52,23136,Honduras_2022_limpio.csv
88,"Nio Garcia, J Balvin, Bad Bunny",AM Remix,2,54,23061,Honduras_2022_limpio.csv
89,BTS,Yet To Come,36,4,22682,Honduras_2022_limpio.csv
90,"El Alfa, Chael Produciendo",Gogo Dance,68,9,22476,Honduras_2022_limpio.csv
91,"Rauw Alejandro, Mr. Naisgai",2/Catorce,6,63,22152,Honduras_2022_limpio.csv
92,KAROL G,SEJODIOTO,49,41,22012,Honduras_2022_limpio.csv
93,"Anuel AA, Daddy Yankee, Zion & Lennox, Farruko, Wisin",Sola (Remix),4,234,21870,Honduras_2022_limpio.csv
94,"Bad Bunny, Jowell & Randy, Ñengo Flow",Safaera,1,123,21781,Honduras_2022_limpio.csv
95,Danny Ocean,Me Rehúso,1,289,21642,Honduras_2022_limpio.csv
96,Bad Bunny,La Difícil,2,123,21306,Honduras_2022_limpio.csv
97,"Rvssian, Rauw Alejandro, Chris Brown",Nostálgico,12,43,20983,Honduras_2022_limpio.csv
98,"Chris Lebron, Sech, Jay Wheeler",Desde Mis Ojos - Remix,73,8,20698,Honduras_2022_limpio.csv
99,Bad Bunny,Otra Noche en Miami,16,185,20678,Honduras_2022_limpio.csv
100,"Bad Bunny, ROSALÍA",LA NOCHE DE ANOCHE,2,84,20630,Honduras_2022_limpio.csv
101,"Sebastian Yatra, Myke Towers",Pareja Del Año,3,64,20612,Honduras_2022_limpio.csv
102,KAROL G,200 COPAS,69,48,20365,Honduras_2022_limpio.csv
103,Don Omar,Dile,69,109,20362,Honduras_2022_limpio.csv
104,Kevin Kaarl,Colapso,51,25,20154,Honduras_2022_limpio.csv
105,Bad Bunny,120,13,83,20002,Honduras_2022_limpio.csv
106,KAROL G,BICHOTA,2,89,19982,Honduras_2022_limpio.csv
107,"Christian Nodal, Banda MS de Sergio Lizárraga",La Sinvergüenza,23,41,19937,Honduras_2022_limpio.csv
108,Calibre 50,A La Antigüita,20,45,19833,Honduras_2022_limpio.csv
109,Rauw Alejandro,Cúrame,14,49,19708,Honduras_2022_limpio.csv
110,Los Enanitos Verdes,Lamento Boliviano,75,249,19681,Honduras_2022_limpio.csv
111,"J Balvin, Bad Bunny",QUE PRETENDES,4,158,19608,Honduras_2022_limpio.csv
112,"Tiago PZK, LIT killah",Entre Nosotros,16,43,19544,Honduras_2022_limpio.csv
113,"Dímelo Flow, Sech, Dalex, Justin Quiles, Arcángel, De La Ghetto, Lenny Tavárez",Se Le Ve,33,30,19152,Honduras_2022_limpio.csv
114,Sech,Noche de Teteo,114,7,19003,Honduras_2022_limpio.csv
115,Kevin Kaarl,Vámonos a Marte,59,70,18977,Honduras_2022_limpio.csv
116,Paloma Faith,Only Love Can Hurt Like This,116,7,18962,Honduras_2022_limpio.csv
117,"zzoilo, Aitana",Mon Amour - Remix,19,35,18815,Honduras_2022_limpio.csv
118,"Junior H, Luis R Conriquez",Los Botones Azules,118,10,18779,Honduras_2022_limpio.csv
119,"Bad Bunny, Yaviah",Bichiyal,11,123,18546,Honduras_2022_limpio.csv
120,The Weeknd,Blinding Lights,6,136,18430,Honduras_2022_limpio.csv
121,Grupo Firme,Ya Supérame (En Vivo),13,46,18340,Honduras_2022_limpio.csv
122,Bad Bunny,BOOKER T,6,84,17982,Honduras_2022_limpio.csv
123,"Lunay, Daddy Yankee, Bad Bunny",Soltera (Remix),2,163,17965,Honduras_2022_limpio.csv
124,The Weeknd,Save Your Tears,19,82,17746,Honduras_2022_limpio.csv
125,The Police,Every Breath You Take,125,187,17601,Honduras_2022_limpio.csv
126,Ed Maverick,Fuentes de Ortiz,66,134,17586,Honduras_2022_limpio.csv
127,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,27,34,17336,Honduras_2022_limpio.csv
128,Paulo Londra,Plan A,3,16,17181,Honduras_2022_limpio.csv
129,"Anuel AA, Bad Bunny",Hasta Que Dios Diga,1,110,17053,Honduras_2022_limpio.csv
130,Christian Nodal,Aquí Abajo,14,104,16988,Honduras_2022_limpio.csv
131,Metallica,Master Of Puppets,131,1,16796,Honduras_2022_limpio.csv
132,"De La Ghetto, Rauw Alejandro",Loco Por Perrearte - Remix,132,3,16783,Honduras_2022_limpio.csv
133,"Marc Seguí, Rauw Alejandro, Pol Granch",Tiroteo - Remix,22,54,16778,Honduras_2022_limpio.csv
134,Coldplay,Yellow,79,27,16753,Honduras_2022_limpio.csv
135,"Daddy Yankee, Bad Bunny",Vuelve,5,69,16606,Honduras_2022_limpio.csv
136,Glass Animals,Heat Waves,79,43,16531,Honduras_2022_limpio.csv
137,Natalia Lafourcade,Hasta la Raíz,31,36,16422,Honduras_2022_limpio.csv
138,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),8,52,16386,Honduras_2022_limpio.csv
139,"Yandel, Bad Bunny",CANCIÓN CON YANDEL,2,113,16382,Honduras_2022_limpio.csv
140,"Coldplay, BTS",My Universe,12,41,16307,Honduras_2022_limpio.csv
141,The Neighbourhood,Sweater Weather,115,79,16304,Honduras_2022_limpio.csv
142,"Tiësto, KAROL G",Don't Be Shy,53,47,16234,Honduras_2022_limpio.csv
143,Christian Nodal,De Los Besos Que Te Di,21,157,16112,Honduras_2022_limpio.csv
144,Bad Bunny,Soliá,10,99,16111,Honduras_2022_limpio.csv
145,Farruko,Pepas,2,53,16101,Honduras_2022_limpio.csv
146,BTS,Run BTS,47,4,16063,Honduras_2022_limpio.csv
147,"Alvaro Diaz, Rauw Alejandro",Problemón,36,27,16062,Honduras_2022_limpio.csv
148,"Anuel AA, Myke Towers, Jhayco",Súbelo,12,33,15936,Honduras_2022_limpio.csv
149,"Tiago PZK, Ozuna",Nos Comemos (feat. Ozuna),124,5,15922,Honduras_2022_limpio.csv
150,"J Balvin, Maria Becerra",Qué Más Pues?,3,58,15752,Honduras_2022_limpio.csv
151,"NATTI NATASHA, Daddy Yankee, Wisin & Yandel",Mayor Que Usted,151,1,15676,Honduras_2022_limpio.csv
152,Alejandro Fernández,Me Dediqué a Perderte,108,221,15619,Honduras_2022_limpio.csv
153,Olivia Rodrigo,traitor,54,59,15612,Honduras_2022_limpio.csv
154,Morat,Cuando Nadie Ve,52,84,15600,Honduras_2022_limpio.csv
155,"Arcángel, Bad Bunny, Mambo Kingz, DJ Luian",Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),36,94,15372,Honduras_2022_limpio.csv
156,"Daddy Yankee, El Alfa, Lil Jon",BOMBÓN,56,14,15371,Honduras_2022_limpio.csv
157,Doja Cat,Woman,30,50,15240,Honduras_2022_limpio.csv
158,"Morat, Duki",París,84,7,15203,Honduras_2022_limpio.csv
159,"Bad Bunny, Sech",Ignorantes,1,125,15160,Honduras_2022_limpio.csv
160,Christian Nodal,Adiós Amor,20,243,15148,Honduras_2022_limpio.csv
161,"TINI, Maria Becerra",Miénteme,24,60,15142,Honduras_2022_limpio.csv
162,"Aventura, Don Omar",Ella Y Yo - Featuring Don Omar,124,95,15118,Honduras_2022_limpio.csv
163,Lizzo,About Damn Time,101,9,15117,Honduras_2022_limpio.csv
164,"Mora, Jhayco",512,14,66,15109,Honduras_2022_limpio.csv
165,Bad Bunny,Yo Perreo Sola,1,122,15051,Honduras_2022_limpio.csv
166,Paulo Londra,Luces,166,1,15034,Honduras_2022_limpio.csv
167,Miky Woodz,La MVP,167,2,14987,Honduras_2022_limpio.csv
168,Anuel AA,¿Qué Nos Pasó?,72,6,14893,Honduras_2022_limpio.csv
169,Bad Bunny,HACIENDO QUE ME AMAS,4,84,14854,Honduras_2022_limpio.csv
170,Ingratax,París,12,51,14831,Honduras_2022_limpio.csv
171,Harry Styles,Late Night Talking,37,7,14728,Honduras_2022_limpio.csv
172,"J Balvin, Dua Lipa, Bad Bunny, Tainy",UN DIA (ONE DAY),1,101,14674,Honduras_2022_limpio.csv
173,The Weeknd,Call Out My Name,8,22,14645,Honduras_2022_limpio.csv
174,"Grupo Firme, Carin Leon",El Tóxico,29,76,14601,Honduras_2022_limpio.csv
175,"Don Omar, Plan B",Hooka,173,6,14536,Honduras_2022_limpio.csv
176,Adele,Easy On Me,3,35,14509,Honduras_2022_limpio.csv
177,"KAROL G, Nicki Minaj",Tusa,1,130,14424,Honduras_2022_limpio.csv
178,Bruno Mars,Locked out of Heaven,136,38,14405,Honduras_2022_limpio.csv
179,Paulo Londra,Nublado,179,1,14372,Honduras_2022_limpio.csv
180,"Yaga & Mackie, Arcangel, De La Ghetto",Aparentemente,142,17,14359,Honduras_2022_limpio.csv
181,Harry Styles,Watermelon Sugar,44,118,14288,Honduras_2022_limpio.csv
182,Don Omar,Ojitos Chiquitos,182,2,14283,Honduras_2022_limpio.csv
183,Gianluca Grignani,Mi Historia Entre Tus Dedos - Remastered 2020,183,1,14228,Honduras_2022_limpio.csv
184,"Paulo Londra, Lenny Tavárez",Nena Maldición (feat. Lenny Tavárez),3,143,14196,Honduras_2022_limpio.csv
185,Mr.Kitty,After Dark,154,7,14168,Honduras_2022_limpio.csv
186,"Ozuna, Mambo Kingz, DJ Luian, Bad Bunny, Wisin, Almighty",Solita,4,88,14162,Honduras_2022_limpio.csv
187,Plan B,Candy,178,2,14106,Honduras_2022_limpio.csv
188,"Super Yei, Jone Quest, Sammy, Myke Towers, Lenny Tavárez, Rafa Pabön",La Forma en Que Me Miras,42,188,14097,Honduras_2022_limpio.csv
189,Angel Y Khriz,Ven Bailalo - Reggaeton Mix,145,17,14075,Honduras_2022_limpio.csv
190,Bad Bunny,ANTES QUE SE ACABE,10,82,13953,Honduras_2022_limpio.csv
191,"Piso 21, Christian Nodal",Pa' Olvidarme De Ella,13,148,13913,Honduras_2022_limpio.csv
192,Rauw Alejandro,MUSEO,165,8,13874,Honduras_2022_limpio.csv
193,Olivia Rodrigo,deja vu,26,51,13859,Honduras_2022_limpio.csv
194,"Rochy RD, El Chuky De Lewa",Uva Bombom,194,1,13846,Honduras_2022_limpio.csv
195,Grupo Marca Registrada,Si Fuera Fácil,195,1,13766,Honduras_2022_limpio.csv
196,"Maluma, Feid",Mojando Asientos (feat. Feid),186,5,13753,Honduras_2022_limpio.csv
197,Bacilos,Caraluna,72,252,13730,Honduras_2022_limpio.csv
198,"Daddy Yankee, Zion & Lennox",Tu Príncipe,145,13,13710,Honduras_2022_limpio.csv
199,Hombres G,Devuélveme a mi chica,94,161,13697,Honduras_2022_limpio.csv
200,De La Ghetto,Sensacion Del Bloque,78,93,13666,Honduras_2022_limpio.csv
